Title,Source,DOI
Computational Screening of Structure-Directing Agents for the Synthesis of Pure Silica ITE Zeolite,ELECTROANALYSIS,10.1002/elan.202060355
Synthesis of ZSM-5 aggregates made of zeolite nanocrystals through a simple solvent-free method,JOURNAL OF PHYSICAL CHEMISTRY LETTERS,10.1021/acs.jpclett.0c01734
One-Step Synthesis of Hierarchical ZSM-5 Using Cetyltrimethylammonium as Mesoporogen and Structure-Directing Agent,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2017.01.040
DEALUMINATION OF MORDENITE ZEOLITE AND ITS CATALYTIC PERFORMANCE EVALUATION IN <i>m</i>-XYLENE ISOMERIZATION REACTION,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.7b00913
The Preparation of Zeolite/Ag Composite Powders by Electroless Deposition Process,BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,10.4314/bcse.v31i2.9
<i>In situ</i>/<i>operando</i> spectroscopic studies on NH<sub>3</sub>-SCR reactions catalyzed by a phosphorus-modified Cu-CHA zeolite,POWDER METALLURGY AND METAL CERAMICS,10.1007/s11106-014-9612-4
"Sorption and mechanism studies of Cu<SUP>2+</SUP>, Sr<SUP>2+</SUP>and Pb<SUP>2+</SUP>ions on mesoporous aluminosilicates/zeolite composite sorbents",CATALYSIS TODAY,10.1016/j.cattod.2020.07.084
Achieving highly selective CO<sub>2</sub> adsorption on SAPO-35 zeolites by template-modulating the framework silicon content,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2020.407
Improvement of catalyst stability during methane dehydroaromatization (MDA) on Mo/HZSM-5 comprising intracrystalline mesopores,CHEMICAL SCIENCE,10.1039/d2sc00702a
Kinetic Adsorption Study of Silver Nanoparticles on Natural Zeolite: Experimental and Theoretical Models,CATALYSIS TODAY,10.1016/j.cattod.2010.11.063
Green synthesis of fly ash-based zeolite Y by mixed alkali fusion method,APPLIED SCIENCES-BASEL,10.3390/app5041869
Hydrogen radiolytic release from zeolite 4A/water systems under γ irradiations,MICRO & NANO LETTERS,10.1049/mna2.12083
Nb-Based Zeolites: Efficient bi-Functional Catalysts for the One-Pot Synthesis of Succinic Acid from Glucose,RADIATION PHYSICS AND CHEMISTRY,10.1016/j.radphyschem.2015.01.008
"Encapsulation of copper(II) complexes with three dentate NO<sub>2</sub> ligands derived from 2,6-pyridinedicarboxylic acid in NaY zeolite",MOLECULES,10.3390/molecules22122218
Zeolite-Tailored Active Site Proximity for the Efficient Production of Pentanoic Biofuels,TURKISH JOURNAL OF CHEMISTRY,10.3906/kim-1408-42
"Combined use of <i>Enterobacter</i> sp. MN17 and zeolite reverts the adverse effects of cadmium on growth, physiology and antioxidant activity of <i>Brassica napus</i>",ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.202108170
Preparation of graded silicalite-1 substrates for all-zeolite membranes with excellent CO<sub>2</sub>/H<sub>2</sub> separation performance,PLOS ONE,10.1371/journal.pone.0213016
Determining the characteristics of a Co-zeolite to be active for the selective catalytic reduction of NO<i><sub>x</sub></i> with hydrocarbons,JOURNAL OF MEMBRANE SCIENCE,10.1016/j.memsci.2015.06.020
Single Molecule Nanospectroscopy Visualizes Proton-Transfer Processes within a Zeolite Crystal,CATALYSIS TODAY,10.1016/j.cattod.2010.11.092
Study on the Structure and Dielectric Properties of Zeolite/LDPE Nanocomposite under Thermal Aging,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/jacs.6b06083
On the proton conductivity of Nafion-Faujasite composite membranes for low temperature direct methanol fuel cells,POLYMERS,10.3390/polym12092108
Technical and economic aspects of a sequential MF plus NF plus zeolite system treating landfill leachate,JOURNAL OF POWER SOURCES,10.1016/j.jpowsour.2011.07.009
Side-Chain Alkylation of Toluene with Methanol over Zn-Modified KX Zeolite,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,10.1080/10934529.2022.2101842
Ammoniacal nitrogen removal and reuse: Process engineering design and technoeconomics of zeolite N synthesis,JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,10.5935/0103-5053.20140116
Zeolite-Supported Rhodium Complexes and Clusters: Switching Catalytic Selectivity by Controlling Structures of Essentially Molecular Species,JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,10.1016/j.jece.2022.107942
Improved Catalytic Technology for Waste Plastic Processing: Toward Novel Remediation and Emission Control Measures,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/ja111749s
"Direct Etherification Reaction of Glycerol Using Alkali Metal Cation (Li<SUP>+</SUP>, Na<SUP>+</SUP> and K<SUP>+</SUP>) Containing X-Type Zeolites as Heterogeneous Catalysts: Optimization of the Reaction Conditions",ACS SUSTAINABLE CHEMISTRY & ENGINEERING,10.1021/acssuschemeng.8b05630
Fabrication of a nano-sized ZSM-5 zeolite with intercrystalline mesopores for conversion of methanol to gasoline,CATALYSTS,10.3390/catal11111323
Gallium-modified zeolites for the selective conversion of bio-based dihydroxyacetone into C<sub>1</sub>-C<sub>4</sub> alkyl lactates,JOURNAL OF ENERGY CHEMISTRY,10.1016/j.jechem.2016.09.011
Spray-dispersion of ultra-small EMT zeolite crystals in thin-film composite membrane for high-permeability nanofiltration process,JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,10.1016/j.molcata.2013.09.032
Characterization of natural pozzolan-based geopolymeric binders,JOURNAL OF MEMBRANE SCIENCE,10.1016/j.memsci.2020.119045
Use of Zeolite-restoration Material to Suppress Cadmium Uptake into Agricultural Crops,CEMENT & CONCRETE COMPOSITES,10.1016/j.cemconcomp.2014.06.010
"Manganese dioxide nanoparticles-silver-Y zeolite as a nanocomposite catalyst for the decontamination reactions of <i>O</i>, <i>S</i>-diethyl methyl phosphonothiolate",BUNSEKI KAGAKU,10.2116/bunsekikagaku.65.447
Evaluation of the silver species nature in Ag-ITQ2 zeolites by the CO oxidation reaction,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,10.1007/s13762-014-0701-1
A method for defect repair of MFI-type zeolite membranes by multivalent ion infiltration,CATALYSIS TODAY,10.1016/j.cattod.2019.12.001
TiO<sub>2</sub>-TON zeolite synthesis using an ionic liquid as a structure-directing agent,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2016.09.011
Removal of Pb<SUP>2+</SUP>from Aqueous Solutions Using K-Type Zeolite Synthesized from Coal Fly Ash,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2015.04.014
Photo-Fries reaction of naphthyl esters within zeolites,WATER,10.3390/w12092375
Elaboration and characterization of ceramic microfiltration membranes from natural zeolite: application to the treatment of cuttlefish effluents,TETRAHEDRON LETTERS,10.1016/0040-4039(96)01388-3
Ag nanoparticles in A4 zeolite as efficient catalysts for the 4-nitrophenol reduction,DESALINATION AND WATER TREATMENT,10.5004/dwt.2017.21348
Influence of support surface roughness on zeolite membrane quality,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2020.110707
Evaluation of hydrophobic micro-zeolite-mixed matrix membrane and integrated with acetone-butanol-ethanol fermentation for enhanced butanol production,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2020.110546
Hydration dynamics in zeolite A - An X-ray diffraction and infrared spectroscopic study,BIOTECHNOLOGY FOR BIOFUELS,10.1186/s13068-015-0288-x
Progress of the Catalytic Deactivation of H-ZSM-5 Zeolite in Glycerol Dehydration,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2018.04.040
Experimental Investigation of the Hydrate-Based Gas Separation of Synthetic Flue Gas with 5A Zeolite,CHEMCATCHEM,10.1002/cctc.202100576
Highly selective glucose isomerization by HY zeolite in gamma-butyrolactone/H<sub>2</sub>O system over fixed bed reactor,ENERGIES,10.3390/en13174556
Bifunctional Intimacy and its Interplay with Metal-Acid Balance in Shaped Hydroisomerization Catalysts,CATALYSIS COMMUNICATIONS,10.1016/j.catcom.2021.106324
Gas Sensor Array Using a Hybrid Structure Based on Zeolite and Oxide Semiconductors for Multiple Bio-Gas Detection,CHEMCATCHEM,10.1002/cctc.202000624
Improvement of zeolites on solidification/stabilization of mercury-contaminated wastes in chemically bonded phosphate ceramics: stabilization effect and mechanism study,ACS OMEGA,10.1021/acsomega.1c01435
Crystallization behavior of zeolite beta from acid-leached metakaolin,ASIA-PACIFIC JOURNAL OF CHEMICAL ENGINEERING,10.1002/apj.1865
"Ruthenium(0) nanoclusters stabilized by zeolite framework as superb catalyst for the hydrogenation of neat benzene under mild conditions: Additional studies including cation site occupancy, catalytic activity, lifetime, reusability and poisoning",PETROLEUM SCIENCE,10.1007/s12182-010-0106-9
Physicochemical impact of zeolites as the support for photocatalytic hydrogen production using solar-activated TiO<sub>2</sub>-based nanoparticles,APPLIED CATALYSIS B-ENVIRONMENTAL,10.1016/j.apcatb.2010.03.016
Synthesis of zeolites P and evaluation of their activity as new and reusable heterogeneous catalysts in a three-component ABB' Povarov model reaction,ENERGY CONVERSION AND MANAGEMENT,10.1016/j.enconman.2014.03.003
Fabrication and Application of Zeolite/Acanthophora Spicifera Nanoporous Composite for Adsorption of Congo Red Dye from Wastewater,UNIVERSITAS SCIENTIARUM,10.11144/Javeriana.SC25-3.sozp
High-Silica Layer-like Zeolites Y from Seeding-Free Synthesis and Their Catalytic Performance in Low-Density Polyethylene Cracking,NANOMATERIALS,10.3390/nano11092441
The dual role of palladium in enhancing the photocatalytic activity of CdS dispersed on NaY-zeolitet,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.1c21471
Monocopper Active Site for Partial Methane Oxidation in Cu-Exchanged 8MR Zeolites,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,10.1039/c4cp06105e
Facile synthesis of hierarchical hollow Mn-ZSM-5 zeolite for enhanced cyclohexane catalytic oxidation,ACS CATALYSIS,10.1021/acscatal.6b01895
High Removal Efficiency of Diatomite-Based X Zeolite for Cu<SUP>2+</SUP> and Zn<SUP>2+</SUP>,PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL,10.1016/j.pnsc.2019.09.006
Graphene oxide and thiol functionalized natural zeolite for the removal of lead from water,MATERIALS,10.3390/ma14216525
Catalytic Cracking of VGO by Hierarchical Y Zeolite-containing Mesoporous Silica-Alumina Catalysts Using Curie Point Pyrolyzer,WATER SUPPLY,10.2166/ws.2020.156
Nitrided ITQ-2 as an efficient Knoevenagel condensation catalyst,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,10.1627/jpi.57.34
Metalloenzyme-like catalyzed isomerizations of sugars by Lewis acid zeolites,CHEMICAL COMMUNICATIONS,10.1039/c2cc38031e
High-Silica Zeolites as Sorbent Media for Adsorption and Pre-Concentration of Pharmaceuticals in Aqueous Solutions,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.1206708109
Multiscale dynamical cross-talk in zeolite-catalyzed methanol and dimethyl ether conversions,MOLECULES,10.3390/molecules25153331
Effect of Silica Alumina Ratio and Thermal Treatment of Beta Zeolites on the Adsorption of Toluene from Aqueous Solutions,NATIONAL SCIENCE REVIEW,10.1093/nsr/nwac151
MFI-type zeolite membrane on hollow fiber substrate for hydrogen separation,MINERALS,10.3390/min7020022
Dimethyl Ether Synthesis from CO<sub>2</sub>-H<sub>2</sub> Mixture over Cu/Amorphous-ZrO<sub>2</sub> Mixed with FER-type Zeolite,CHINESE SCIENCE BULLETIN,10.1007/s11434-011-4599-4
Probing coke formation during the methanol-to-hydrocarbon reaction on zeolite ZSM-5 catalyst at the nanoscale using tip-enhanced fluorescence microscopy,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,10.1627/jpi.63.388
MOFs <i>vs</i>. zeolites: carbonyl activation with M(IV) catalytic sites,CATALYSIS SCIENCE & TECHNOLOGY,10.1039/d2cy01348g
"Kinetics, thermodynamics and isotherm parameters of uranium(VI) adsorption on natural and HDTMA-intercalated bentonite and zeolite",CATALYSIS SCIENCE & TECHNOLOGY,10.1039/c7cy01811h
Gold nanoparticles as efficient antimicrobial agents for <i>Escherichia coli</i> and <i>Salmonella typhi</i>,DESALINATION AND WATER TREATMENT,10.5004/dwt.2018.22762
Increasing Octane Value in Catalytic Cracking of <i>n</i>-Hexadecane with Addition of *BEA Type Zeolite,CHEMISTRY CENTRAL JOURNAL,10.1186/1752-153X-7-11
Hydrophobic Zeolite-Filled Polymeric Films with High Ethylene Permselectivity for Fresh Produce Packaging Applications,CATALYSTS,10.3390/catal5020703
Novel Biocomposite Films Based on High Methoxyl Pectin Reinforced with Zeolite Y for Food Packaging Applications,PACKAGING TECHNOLOGY AND SCIENCE,10.1002/pts.2066
Desorption products during linear heating of copper zeolites with pre-adsorbed methanol,FOODS,10.3390/foods11030360
Mitigation of Nickel Toxicity and Growth Promotion in Sesame through the Application of a Bacterial Endophyte and Zeolite in Nickel Contaminated Soil,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,10.1039/c9cp05479k
Tuning Zeolite Properties for a Highly Efficient Synthesis of Propylene from Methanol,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,10.3390/ijerph17238859
Alkylation of Isobutane by 1-Butene over H-beta Zeolite in CSTR (Part 3) Effect of Property of H-beta Zeolite,CHEMISTRY-A EUROPEAN JOURNAL,10.1002/chem.201803136
Coordination Environment of Copper Sites in Cu-CHA Zeolite Investigated by Electron Paramagnetic Resonance,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,10.1627/jpi.56.349
Catalytic Transformation of Biomass-Derived Glucose by One-Pot Method into Levulinic Acid over Na-BEA Zeolite,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/jp5065616
"Mineralogical, Geochemical, and Rock Mechanic Characteristics of Zeolite-Bearing Rocks of the Hatrurim Basin, Israel",PROCESSES,10.3390/pr10020223
Polycyclic Aromatic Hydrocarbon Sorption by Functionalized Humic Acids Immobilized in Micro- and Nano-Zeolites,MINERALS,10.3390/min11101062
HZSM-5 zeolite supported boron-doped TiO<sub>2</sub> for photocatalytic degradation of ofloxacin,SUSTAINABILITY,10.3390/su131810391
Bifunctional Cu/H-ZSM-5 zeolite with hierarchical porosity for hydrocarbon abatement under cold-start conditions,JOURNAL OF MATERIALS RESEARCH AND TECHNOLOGY-JMR&T,10.1016/j.jmrt.2019.12.086
Comparing quantum-chemical calculation methods for structural investigation of zeolite crystal structures by solid-state NMR spectroscopy,APPLIED CATALYSIS B-ENVIRONMENTAL,10.1016/j.apcatb.2014.02.013
Influence of the pore architecture on the selective conversion of ethene to propene and butenes over medium pore zeolites,MAGNETIC RESONANCE IN CHEMISTRY,10.1002/mrc.2642
"INVESTIGATION OF ""MCM-22"", ""ZSM-12 & 35 COMPOSITE"", AND ""ZEOLITE AL-MORDENITE & ZSM-39 COMPOSITE"" CRYSTALS BY ANALYSIS OF CHARACTERIZATION TECHNIQUES",NEW JOURNAL OF CHEMISTRY,10.1039/c5nj03668b
Removing Malachite Green and Leucomalachite Green From Freshwater and Seawater With Four Water Treatment Agents,JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,
Modification of acid sites in ZSM-5 by ion-exchange: An <i>in-situ</i> FTIR study,FRONTIERS IN ENVIRONMENTAL SCIENCE,10.3389/fenvs.2022.906886
Hydrocracking of Palm Oil into Biogasoline Catalyzed by Cr/Natural Zeolite,APPLIED SURFACE SCIENCE,10.1016/j.apsusc.2014.07.194
Conversion of synthesis gas to aromatics at medium temperature with a fischer tropsch and ZSM-5 dual catalyst bed,ASIAN JOURNAL OF CHEMISTRY,10.14233/ajchem.2013.14946
Open-Pore Two-Dimensional MFI Zeolite Nanosheets for the Fabrication of Hydrocarbon-Isomer-Selective Membranes on Porous Polymer Supports,CATALYSIS TODAY,10.1016/j.cattod.2020.05.016
Tailoring hierarchical zeolite composites with two distinct frameworks for fine-tuning the product distribution in benzene alkylation with ethanol,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.201601135
Magnetic clustering of weakly interacting Ni-ions in Ni-exchanged zeolites,NANOSCALE ADVANCES,10.1039/d0na00391c
VOCs catalytic removal over hierarchical porous zeolite NaY supporting Pt or Pd nanoparticles,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2022.111786
Unconventional silica source employment in zeolite synthesis: Raw powder glass in MFI synthesis case study,CATALYSIS TODAY,10.1016/j.cattod.2022.05.022
Mobility of NH<sub>3</sub>-Solvated Cu<SUP>II</SUP> Ions in Cu-SSZ-13 and Cu-ZSM-5 NH<sub>3</sub>-SCR Catalysts: A Comparative Impedance Spectroscopy Study,MATERIALS LETTERS,10.1016/j.matlet.2015.06.120
Quantifying enhancement of metal-supported zeolites due to hydrogen spillover,CATALYSTS,10.3390/catal8040162
Porosity Design of Shaped Zeolites for Improved Catalyst Lifetime in the Methanol-to-Hydrocarbons Reaction,PROGRESS IN REACTION KINETICS AND MECHANISM,10.3184/146867818X15233705894347
Intensified Biobutanol Recovery by using Zeolites with Complementary Selectivity,CATALYSTS,10.3390/catal9060545
A bioscaffolding strategy for hierarchical zeolites with a nanotube-trimodal network,CHEMSUSCHEM,10.1002/cssc.201700667
Influence of lattice stability on hydrothermal deactivation of Cu-ZSM-5 and Cu-IM-5 zeolites for selective catalytic reduction of NO<i><sub>x</sub></i> by NH<sub>3</sub>,CHEMICAL SCIENCE,10.1039/c5sc03837e
Cooperation of hierarchical pores with strong Bronsted acid sites on SAPO-34 catalysts for the glycerol dehydration to acrolein,JOURNAL OF CATALYSIS,10.1016/j.jcat.2013.10.017
Flexible Template-Free RHO Nanosized Zeolite for Selective CO<sub>2</sub> Adsorption,JOURNAL OF CATALYSIS,10.1016/j.jcat.2020.05.038
Novel pre-treatment of zeolite materials for the removal of sodium ions: potential materials for coal seam gas co-produced wastewater,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.0c01016
First-Principles Study of Interaction between Molecules and Lewis Acid Zeolites Manipulated by Injection of Energized Charge Carriers,SPRINGERPLUS,10.1186/s40064-016-2174-9
Effect of zeolite acidity and mesoporosity on the activity of Fischer-Tropsch Fe/ZSM-5 bifunctional catalysts,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,10.1021/acs.iecr.1c02808
Dealumination mechanisms of zeolites and extra-framework aluminum confinement,APPLIED CATALYSIS A-GENERAL,10.1016/j.apcata.2016.02.004
Influence of crystal size and probe molecule on diffusion in hierarchical ZSM-5 zeolites prepared by desilication,JOURNAL OF CATALYSIS,10.1016/j.jcat.2016.04.021
On the effective thermal conductivity of wetted zeolite under the working conditions of an adsorption chiller,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2011.08.002
Control and Impact of Metal Loading Heterogeneities at the Nanoscale on the Performance of Pt/Zeolite Y Catalysts for Alkane Hydroconversion,APPLIED THERMAL ENGINEERING,10.1016/j.applthermaleng.2011.03.016
Nanoceria-modified platinum supported on hierarchical zeolites for selective alcohol oxidation,ACS CATALYSIS,10.1021/acscatal.1c00211
The Effect of Using Zeolite (Clinoptilolite) as a Litter on Some Milk Yield and Welfare Parameters in Tent-Type Sheep Shelters,RSC ADVANCES,10.1039/c9ra07793f
Calcination effects on sol-gel preparation of porous TiO<sub>2</sub>/zeolite composites for Acid Red 1 degradation,KAFKAS UNIVERSITESI VETERINER FAKULTESI DERGISI,10.9775/kvfd.2021.26084
Delineating similarities and dissimilarities in the use of metal organic frameworks and zeolites as heterogeneous catalysts for organic reactions,DESALINATION AND WATER TREATMENT,10.5004/dwt.2022.28309
"Heat capacity and thermodynamic functions of transition metal ion (Cu<SUP>2+</SUP>, Fe<SUP>2+</SUP>, Mn<SUP>2+</SUP>) exchanged, partially dehydrated zeolite A (LTA)",DALTON TRANSACTIONS,10.1039/c1dt10354g
"Mixed-Matrix Membranes Comprising of Polysulfone and Porous UiO-66, Zeolite 4A, and Their Combination: Preparation, Removal of Humic Acid, and Antifouling Properties",JOURNAL OF CHEMICAL THERMODYNAMICS,10.1016/j.jct.2021.106556
Whole pH range anti-corrosion property of aluminium alloy coated with MFI zeolite film,MEMBRANES,10.3390/membranes10120393
Improved biosorption for Cr(VI) reduction and removal by <i>Arthrobacter viscosus</i> using zeolite,CORROSION ENGINEERING SCIENCE AND TECHNOLOGY,10.1080/1478422X.2017.1420536
Influence of Zeolite on the Compaction Characteristics and Shear Strength Parameters of Cemented Sand,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,10.1016/j.ibiod.2012.05.026
Hydrothermal Modification of TS-1 Zeolites with Organic Amines and Salts to Construct Highly Selective Catalysts for Cyclopentene Epoxidation,SAINS MALAYSIANA,10.17576/jsm-2021-5011-03
Hierarchical ZSM-5 Zeolite with Enhanced Catalytic Activity for Alkylation of Phenol with Tert-Butanol,CATALYSTS,10.3390/catal12101241
H<sub>2</sub>PtCl<sub>6</sub>-derived Pt nanoparticles on USY zeolite: A qualitative and quantitative electron tomography study,CATALYSTS,10.3390/catal9020202
THE EFFECT OF HYDROPHOBIC MODIFICATION OF ZEOLITES ON CO<sub>2</sub> ABSORPTION IN DIFFERENT SOLVENTS,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2012.06.024
Probing the acid sites of zeolites with pyridine: Quantitative AGIR measurements of the molar absorption coefficients,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,
Synthesis and characterization of 3D-zeolite-modified TiO<sub>2</sub>-based photocatalyst with synergistic effect for elimination of organic pollutant in wastewater treatment,JOURNAL OF CATALYSIS,10.1016/j.jcat.2020.03.003
Synthesis of Analcime Crystals and Simultaneous Potassium Extraction from Natrolite Syenite,FRONTIERS IN ENVIRONMENTAL SCIENCE,10.3389/fenvs.2022.1009045
Influence of Zeolite on fatty acid composition and egg quality in Tunisian Laying Hens,ADVANCES IN MATERIALS SCIENCE AND ENGINEERING,10.1155/2017/2617597
Supported Lanthanum Borohydride Catalyzes CH Borylation Inside Zeolite Micropores,LIPIDS IN HEALTH AND DISEASE,10.1186/1476-511X-11-71
New Mixed Conductivity Mechanisms in the Cold Plasma Device Based on Silver-Modified Zeolite Microporous Electronic Materials,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.202117394
Impact of Organic Templates on the Selective Formation of Zeolite Oligomers,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-018-6137-5
EFFECTS OF ENRICHED ZEOLITE AND POULTRY MANURE ON QUANTITATIVE AND QUALITATIVE CHARACTERISTICS OF GREEN BEAN<i> (Phaseolus</i><i> vulgaris</i> L.),ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.202014027
The proximity of aluminium atoms influences the reaction pathway of ethanol transformation over zeolite ZSM-5,ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS,10.24326/asphc.2022.3.6
Synthesis and Characterization of Zeolites Produced from Low-Quality Coal Fly Ash and Wet Flue Gas Desulphurization Wastewater,COMMUNICATIONS CHEMISTRY,10.1038/s42004-020-0268-3
Removal of trivalent metal ions from aqueous solution via cross-flow ultrafiltration system using zeolite membranes,MATERIALS,10.3390/ma14061558
IR Studies of the Cu Ions in Cu-Faujasites,JOURNAL OF WATER REUSE AND DESALINATION,10.2166/wrd.2016.211
High-resolution imaging of zeolite with aberration-corrected transmission electron microscopy,MOLECULES,10.3390/molecules24234250
Synthesis of large-pore zeolites from chiral structure-directing agents with twol-prolinol units,AIP ADVANCES,10.1063/1.4802244
Amine-containing polymer/zeolite Y composite membranes for CO<sub>2</sub>/N<sub>2</sub> separation,DALTON TRANSACTIONS,10.1039/d0dt01834a
ZSM-12 nanocrystals with tunable acidity directed by rigid diquats: Synthesis and catalytic applications,JOURNAL OF MEMBRANE SCIENCE,10.1016/j.memsci.2015.09.036
Studies on novel synthetic methodologies - Part 19. Selective removal of n-boc protecting group from aromatic amines using silica gel-supported sodium hydrogen sulfate and HY-zeolite as heterogeneous catalysts,FUEL,10.1016/j.fuel.2022.126363
Novel preparation of low-cost support for NaA zeolite membrane by utilizing natural clay,ADVANCED SYNTHESIS & CATALYSIS,10.1002/adsc.200303108
Benzylation of Naphthalene over a Mesoporous ZSM-5 Zeolite Microsphere Catalyst,APPLIED WATER SCIENCE,10.1007/s13201-021-01492-4
Computational study of the CO adsorption and diffusion in zeolites: validating the Reed-Ehrlich model,ACTA PHYSICO-CHIMICA SINICA,10.3866/PKU.WHXB201405271
C-H bond arylation of anilides inside copper-exchanged zeolites,ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,10.1007/s10450-018-9948-z
"Unconventional, Highly Selective CO<sub>2</sub> Adsorption in Zeolite SSZ-13",JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,10.1016/j.molcata.2016.03.014
Comparative study on adsorption of chromium(VI) from industrial wastewater onto nature-derived adsorbents (brown coal and zeolite),JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/ja210580b
Sub-nanometer ceria-promoted Ni 13X zeolite catalyst for CO<sub>2</sub> methanation,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,10.1007/s13762-017-1476-y
Alkaline-acid treated zeolite L as catalyst in ethanol dehydration process,APPLIED CATALYSIS A-GENERAL,10.1016/j.apcata.2021.118012
Characterization of dispersed indium species obtained by thermal treatment of In-NH<sub>4</sub>-zeolites and their impact on the SCR of NO<i><sub>x</sub></i>,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2016.12.035
Multiscale Mechanistic Insights of Shaped Catalyst Body Formulations and Their Impact on Catalytic Properties,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2011.04.018
Synthesis of Zeolite from Electrolytic Manganese Residue: Investigation on the Variation of the Propert of Zeolite during the Conversion Process,ACS CATALYSIS,10.1021/acscatal.9b00151
Mercury Determination in Natural Zeolites by Thermal Decomposition Atomic Absorption Spectrometry: Method Validation in Compliance with Requirements for Use as Dietary Supplements,JOURNAL OF CHEMISTRY,10.1155/2020/6939101
Zeolite/polymer core-shell hybrid nanoparticles with hierarchical micro/meso-pores,MOLECULES,10.3390/molecules24224023
Effect of ultrasound on the synthesis of low-modulus zeolites from a metakaolin,MATERIALS CHEMISTRY AND PHYSICS,10.1016/j.matchemphys.2022.126921
Catalyst Deactivation Probed by Positron Annihilation Spectroscopy,ULTRASONICS SONOCHEMISTRY,10.1016/j.ultsonch.2016.05.008
Effects of Processing Conditions and Plasticizing-Reinforcing Modification on the Crystallization and Physical Properties of PLA Films,ACS CATALYSIS,10.1021/acscatal.1c04521
"Characteristics of dissolved pores and dissolution mechanism of zeolite-rich reservoirs in the Wuerhe Formation in Mahu area, Junggar Basin",MEMBRANES,10.3390/membranes11080640
The Important Role of Rubidium Hydroxide in the Synthesis of Hierarchical ZSM-5 Zeolite Using Cetyltrimethylammonium as Structure-Directing Agent,ENERGY EXPLORATION & EXPLOITATION,10.1177/01445987211028732
Implementation of Alternative Mineral Additives in Low-Emission Sustainable Cement Composites,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,10.1002/ejic.201900324
Applications of zeolite-zirconia-copper nanocomposites as a new asphaltene inhibitor for improving permeability reduction during CO<sub>2</sub> flooding,MATERIALS,10.3390/ma14216423
Development of Ammonia Selectively Permeable Zeolite Membrane for Sensor in Sewer System,SCIENTIFIC REPORTS,10.1038/s41598-022-09940-0
Application of high silica zeolite ZSM-5 in a hybrid treatment process based on sequential adsorption and ozonation for VOCs elimination,MEMBRANES,10.3390/membranes11050348
Mechanical activation of diabase and its effect on the properties and microstructure of Portland cement,JOURNAL OF ENVIRONMENTAL SCIENCES,10.1016/j.jes.2015.05.021
